,candidates,winner,time,left,right
79,"(44, 52)",44,12:53:42,44,52
80,"(2, 69)",69,12:53:54,2,69
81,"(84, 3)",3,12:54:05,84,3
82,"(81, 66)",81,12:54:15,81,66
83,"(28, 25)",25,12:54:31,28,25
84,"(85, 64)",64,12:54:41,85,64
85,"(61, 63)",61,12:54:53,61,63
86,"(59, 57)",57,12:55:07,59,57
87,"(56, 39)",39,12:55:21,56,39
88,"(90, 73)",90,12:55:29,90,73
89,"(14, 65)",14,12:55:37,14,65
90,"(42, 19)",42,12:55:54,42,19
91,"(55, 15)",55,12:56:14,55,15
92,"(48, 13)",48,12:56:23,48,13
93,"(88, 18)",18,12:56:31,88,18
94,"(3, 79)",3,12:56:46,3,79
95,"(68, 30)",68,12:56:54,68,30
96,"(84, 12)",12,12:57:02,84,12
97,"(83, 45)",83,12:57:12,83,45
98,"(24, 5)",5,12:57:23,24,5
99,"(35, 11)",11,12:57:41,35,11
100,"(90, 47)",90,12:57:51,90,47
101,"(81, 64)",64,12:58:16,81,64
102,"(53, 91)",53,12:58:23,53,91
103,"(21, 22)",22,12:58:36,21,22
104,"(66, 19)",19,12:58:40,66,19
105,"(55, 78)",55,12:58:44,55,78
106,"(74, 4)",4,12:58:59,74,4
107,"(61, 6)",61,12:59:05,61,6
108,"(59, 43)",43,12:59:13,59,43
109,"(85, 40)",40,12:59:26,85,40
110,"(87, 38)",38,12:59:31,87,38
111,"(42, 76)",42,12:59:42,42,76
112,"(20, 51)",20,12:59:51,20,51
113,"(56, 44)",44,13:00:00,56,44
114,"(50, 18)",18,13:00:08,50,18
115,"(49, 46)",46,13:00:23,49,46
116,"(93, 86)",93,13:00:38,93,86
117,"(63, 58)",58,13:00:53,63,58
118,"(25, 23)",25,13:01:05,25,23
119,"(26, 73)",26,13:01:10,26,73
120,"(15, 8)",8,13:01:23,15,8
121,"(13, 77)",13,13:01:35,13,77
122,"(33, 52)",52,13:01:42,33,52
123,"(7, 69)",7,13:01:54,7,69
124,"(9, 48)",48,13:02:02,9,48
125,"(36, 70)",36,13:02:09,36,70
126,"(16, 88)",16,13:02:15,16,88
127,"(28, 89)",28,13:02:21,28,89
128,"(57, 71)",71,13:02:25,57,71
129,"(54, 10)",10,13:02:40,54,10
130,"(14, 92)",14,13:02:48,14,92
131,"(29, 60)",29,13:03:08,29,60
132,"(67, 41)",67,13:03:43,67,41
133,"(31, 1)",31,13:03:56,31,1
134,"(82, 32)",82,13:04:14,82,32
135,"(37, 34)",37,13:04:19,37,34
136,"(2, 39)",39,13:04:30,2,39
137,"(0, 27)",27,13:04:44,0,27
138,"(62, 65)",62,13:04:58,62,65
139,"(80, 72)",80,13:05:08,80,72
140,"(75, 17)",75,13:05:10,75,17
141,"(38, 28)",28,13:05:33,38,28
142,"(14, 56)",56,13:05:46,14,56
143,"(17, 46)",46,13:05:48,17,46
144,"(74, 9)",74,13:05:57,74,9
145,"(15, 69)",69,13:06:17,15,69
146,"(87, 77)",77,13:06:34,87,77
147,"(83, 4)",4,13:07:08,83,4
148,"(57, 21)",21,13:07:12,57,21
149,"(48, 35)",48,13:07:27,48,35
150,"(88, 33)",88,13:07:37,88,33
151,"(53, 78)",53,13:07:46,53,78
152,"(40, 24)",40,13:07:59,40,24
153,"(85, 71)",71,13:08:08,85,71
154,"(2, 89)",2,13:08:14,2,89
155,"(68, 55)",55,13:08:18,68,55
156,"(7, 43)",7,13:08:24,7,43
157,"(76, 51)",51,13:08:29,76,51
158,"(84, 3)",3,13:08:31,84,3
159,"(18, 67)",18,13:08:42,18,67
160,"(65, 27)",27,13:08:49,65,27
161,"(31, 8)",8,13:08:57,31,8
162,"(64, 12)",12,13:09:14,64,12
163,"(80, 0)",80,13:09:18,80,0
164,"(37, 82)",82,13:09:21,37,82
165,"(47, 19)",47,13:09:29,47,19
166,"(16, 25)",25,13:09:37,16,25
167,"(61, 62)",61,13:09:43,61,62
168,"(70, 45)",45,13:09:48,70,45
169,"(66, 29)",29,13:09:52,66,29
170,"(81, 32)",32,13:10:48,81,32
171,"(72, 42)",72,13:10:53,72,42
172,"(91, 92)",92,13:11:04,91,92
173,"(6, 36)",36,13:11:12,6,36
174,"(30, 75)",75,13:11:17,30,75
175,"(44, 26)",26,13:11:39,44,26
176,"(73, 39)",39,13:11:43,73,39
177,"(13, 1)",1,13:11:50,13,1
178,"(22, 49)",22,13:11:56,22,49
179,"(20, 79)",79,13:12:02,20,79
180,"(58, 41)",58,13:12:14,58,41
181,"(10, 50)",10,13:12:26,10,50
182,"(11, 54)",54,13:12:44,11,54
183,"(23, 86)",86,13:12:50,23,86
184,"(60, 59)",60,13:13:01,60,59
185,"(93, 34)",93,13:13:06,93,34
186,"(5, 52)",5,13:13:13,5,52
187,"(63, 90)",90,13:13:18,63,90
188,"(85, 40)",40,13:13:29,85,40
189,"(49, 23)",23,13:13:40,49,23
190,"(4, 16)",4,13:13:51,4,16
191,"(34, 53)",53,13:13:55,34,53
192,"(69, 81)",81,13:14:03,69,81
193,"(50, 93)",93,13:14:07,50,93
194,"(24, 59)",24,13:14:11,24,59
195,"(92, 46)",92,13:14:21,92,46
196,"(2, 26)",26,13:14:28,2,26
197,"(5, 57)",5,13:14:34,5,57
198,"(75, 61)",75,13:14:47,75,61
199,"(10, 11)",10,13:15:01,10,11
200,"(42, 86)",86,13:15:09,42,86
201,"(39, 14)",39,13:15:19,39,14
202,"(33, 89)",33,13:15:23,33,89
203,"(76, 25)",25,13:15:30,76,25
204,"(82, 68)",82,13:15:33,82,68
205,"(73, 28)",28,13:15:37,73,28
206,"(55, 74)",74,13:15:42,55,74
207,"(80, 9)",80,13:15:45,80,9
208,"(31, 43)",31,13:15:51,31,43
209,"(0, 35)",35,13:16:00,0,35
210,"(60, 1)",60,13:16:11,60,1
211,"(27, 66)",27,13:16:18,27,66
212,"(67, 6)",67,13:16:27,67,6
213,"(63, 22)",22,13:16:32,63,22
214,"(21, 15)",21,13:16:40,21,15
215,"(7, 17)",7,13:16:42,7,17
216,"(20, 65)",65,13:16:53,20,65
217,"(36, 32)",32,13:17:05,36,32
218,"(71, 87)",71,13:17:12,71,87
219,"(88, 64)",64,13:17:17,88,64
220,"(44, 37)",44,13:17:23,44,37
221,"(54, 47)",47,13:17:39,54,47
222,"(12, 58)",12,13:17:47,12,58
223,"(8, 70)",8,13:17:49,8,70
224,"(52, 77)",77,13:17:59,52,77
225,"(13, 3)",3,13:18:04,13,3
226,"(41, 83)",83,13:18:10,41,83
227,"(56, 78)",78,13:18:19,56,78
228,"(90, 18)",90,13:18:39,90,18
229,"(29, 19)",19,13:18:57,29,19
230,"(48, 91)",48,13:19:01,48,91
231,"(30, 45)",45,13:19:03,30,45
232,"(38, 51)",38,13:19:10,38,51
233,"(79, 84)",79,13:19:12,79,84
234,"(72, 62)",72,13:19:19,72,62
235,"(15, 46)",46,13:19:24,15,46
236,"(8, 2)",8,13:19:28,8,2
237,"(86, 19)",19,13:19:38,86,19
238,"(79, 60)",60,13:19:46,79,60
239,"(61, 63)",61,13:19:51,61,63
240,"(57, 18)",18,13:19:56,57,18
241,"(55, 80)",55,13:20:07,55,80
242,"(68, 22)",22,13:20:15,68,22
243,"(72, 23)",72,13:20:18,72,23
244,"(27, 64)",64,13:20:35,27,64
245,"(84, 85)",85,13:20:36,84,85
246,"(41, 45)",45,13:20:43,41,45
247,"(14, 20)",14,13:20:54,14,20
248,"(43, 4)",4,13:21:05,43,4
249,"(56, 7)",7,13:21:18,56,7
250,"(29, 44)",44,13:21:28,29,44
251,"(93, 51)",93,13:21:34,93,51
252,"(1, 71)",1,13:21:54,1,71
253,"(12, 28)",12,13:22:09,12,28
254,"(62, 88)",88,13:22:12,62,88
255,"(33, 77)",77,13:23:04,33,77
256,"(66, 39)",39,13:23:10,66,39
257,"(26, 52)",26,13:23:13,26,52
258,"(24, 9)",24,13:23:20,24,9
259,"(11, 75)",75,13:23:35,11,75
260,"(83, 76)",83,13:23:39,83,76
261,"(70, 10)",10,13:23:42,70,10
262,"(58, 92)",92,13:23:54,58,92
263,"(21, 48)",48,13:24:06,21,48
264,"(91, 59)",91,13:24:15,91,59
265,"(30, 54)",54,13:24:21,30,54
266,"(89, 67)",67,13:24:23,89,67
267,"(74, 65)",74,13:24:27,74,65
268,"(25, 38)",25,13:24:32,25,38
269,"(42, 37)",42,13:24:40,42,37
270,"(40, 47)",47,13:24:48,40,47
271,"(50, 31)",31,13:24:53,50,31
272,"(5, 0)",5,13:24:58,5,0
273,"(35, 81)",81,13:25:08,35,81
274,"(53, 3)",3,13:25:12,53,3
275,"(17, 90)",90,13:25:14,17,90
276,"(16, 87)",16,13:25:20,16,87
277,"(13, 49)",13,13:25:30,13,49
278,"(73, 6)",73,13:25:35,73,6
279,"(36, 32)",32,13:25:43,36,32
280,"(34, 78)",78,13:25:49,34,78
281,"(82, 69)",82,13:25:54,82,69
282,"(72, 15)",72,13:26:03,72,15
283,"(83, 56)",83,13:26:24,83,56
284,"(12, 91)",12,13:26:30,12,91
285,"(59, 49)",59,13:26:32,59,49
286,"(30, 68)",68,13:26:43,30,68
287,"(10, 88)",10,13:26:55,10,88
288,"(81, 57)",81,13:27:01,81,57
289,"(69, 36)",36,13:27:05,69,36
290,"(61, 73)",73,13:27:11,61,73
291,"(71, 47)",47,13:27:20,71,47
292,"(6, 58)",58,13:27:21,6,58
293,"(33, 39)",39,13:27:27,33,39
294,"(37, 48)",48,13:27:30,37,48
295,"(16, 50)",16,13:27:37,16,50
296,"(34, 20)",20,13:27:41,34,20
297,"(75, 42)",75,13:27:46,75,42
298,"(78, 45)",78,13:27:50,78,45
299,"(52, 7)",7,13:28:15,52,7
300,"(66, 24)",24,13:28:18,66,24
301,"(8, 19)",8,13:28:21,8,19
302,"(11, 26)",11,13:28:25,11,26
303,"(44, 3)",44,13:28:40,44,3
304,"(92, 35)",92,13:28:46,92,35
305,"(46, 85)",85,13:28:58,46,85
306,"(84, 31)",31,13:29:06,84,31
307,"(53, 54)",54,13:29:18,53,54
308,"(60, 65)",60,13:29:31,60,65
309,"(32, 38)",32,13:29:35,32,38
310,"(55, 29)",29,13:29:38,55,29
311,"(70, 87)",87,13:29:40,70,87
312,"(77, 4)",4,13:29:54,77,4
313,"(2, 9)",2,13:29:57,2,9
314,"(27, 18)",18,13:30:08,27,18
315,"(67, 51)",67,13:30:11,67,51
316,"(13, 25)",25,13:30:15,13,25
317,"(62, 74)",74,13:30:20,62,74
318,"(79, 89)",79,13:30:23,79,89
319,"(64, 76)",64,13:30:29,64,76
320,"(63, 41)",41,13:30:33,63,41
321,"(23, 5)",5,13:30:39,23,5
322,"(0, 1)",0,13:30:50,0,1
323,"(28, 93)",93,13:31:12,28,93
324,"(17, 43)",43,13:31:14,17,43
325,"(21, 80)",21,13:31:23,21,80
326,"(82, 22)",82,13:31:38,82,22
327,"(86, 40)",40,13:31:44,86,40
328,"(14, 90)",90,13:31:50,14,90
329,"(74, 55)",74,13:32:08,74,55
330,"(12, 56)",12,13:32:29,12,56
331,"(60, 81)",60,13:32:41,60,81
332,"(69, 21)",21,13:32:49,69,21
333,"(76, 50)",50,13:32:54,76,50
334,"(34, 83)",83,13:32:58,34,83
335,"(25, 14)",25,13:33:03,25,14
336,"(57, 43)",57,13:33:10,57,43
337,"(58, 29)",29,13:33:15,58,29
338,"(52, 80)",52,13:33:17,52,80
339,"(70, 23)",23,13:33:20,70,23
340,"(51, 18)",18,13:33:25,51,18
341,"(87, 75)",75,13:33:29,87,75
342,"(36, 78)",36,13:33:33,36,78
343,"(65, 93)",93,13:33:37,65,93
344,"(22, 77)",22,13:33:44,22,77
345,"(35, 38)",38,13:33:52,35,38
346,"(3, 24)",3,13:34:04,3,24
347,"(92, 2)",92,13:34:08,92,2
348,"(54, 71)",54,13:34:17,54,71
349,"(5, 85)",5,13:34:22,5,85
350,"(88, 64)",64,13:34:33,88,64
351,"(8, 59)",8,13:34:35,8,59
352,"(48, 15)",48,13:34:41,48,15
353,"(53, 16)",16,13:34:46,53,16
354,"(28, 17)",28,13:34:48,28,17
355,"(63, 72)",72,13:34:52,63,72
356,"(44, 20)",44,13:34:56,44,20
357,"(46, 33)",33,13:35:01,46,33
358,"(11, 37)",11,13:35:07,11,37
359,"(27, 39)",39,13:35:32,27,39
360,"(13, 66)",13,13:35:37,13,66
361,"(40, 62)",40,13:35:46,40,62
362,"(91, 41)",91,13:35:59,91,41
363,"(4, 73)",4,13:36:06,4,73
364,"(9, 32)",32,13:36:10,9,32
365,"(89, 1)",1,13:36:12,89,1
366,"(79, 68)",79,13:36:15,79,68
367,"(26, 19)",26,13:36:18,26,19
368,"(30, 6)",30,13:36:22,30,6
369,"(7, 84)",7,13:36:26,7,84
370,"(45, 42)",45,13:36:32,45,42
371,"(10, 47)",10,13:36:41,10,47
372,"(67, 31)",31,13:36:47,67,31
373,"(61, 90)",90,13:36:51,61,90
374,"(49, 82)",82,13:36:54,49,82
375,"(86, 0)",0,13:37:19,86,0
