,candidates,winner,time,left,right
65,"(23, 30)",30,12:38:53,23,30
66,"(76, 7)",7,12:39:11,76,7
67,"(8, 51)",8,12:39:18,8,51
68,"(71, 62)",62,12:39:30,71,62
69,"(67, 24)",67,12:39:43,67,24
70,"(50, 79)",50,12:40:09,50,79
71,"(80, 5)",5,12:40:13,80,5
72,"(10, 27)",10,12:40:20,10,27
73,"(4, 78)",4,12:40:25,4,78
74,"(83, 12)",83,12:40:34,83,12
75,"(38, 60)",38,12:40:47,38,60
76,"(40, 77)",40,12:40:57,40,77
77,"(0, 17)",0,12:41:01,0,17
78,"(9, 54)",54,12:41:06,9,54
79,"(44, 52)",44,12:41:13,44,52
80,"(2, 69)",2,12:41:20,2,69
81,"(84, 3)",3,12:41:23,84,3
82,"(81, 66)",81,12:41:28,81,66
83,"(28, 25)",28,12:41:40,28,25
84,"(85, 64)",85,12:41:53,85,64
85,"(61, 63)",63,12:42:01,61,63
86,"(59, 57)",57,12:42:10,59,57
87,"(56, 39)",56,12:42:19,56,39
88,"(90, 73)",90,12:42:31,90,73
89,"(14, 65)",14,12:42:40,14,65
90,"(42, 19)",42,12:42:49,42,19
91,"(55, 15)",15,12:42:59,55,15
92,"(48, 13)",48,12:43:10,48,13
93,"(88, 18)",88,12:43:29,88,18
94,"(3, 79)",3,12:43:39,3,79
95,"(68, 30)",68,12:43:53,68,30
96,"(84, 12)",12,12:44:11,84,12
97,"(83, 45)",83,12:44:25,83,45
98,"(24, 5)",5,12:44:33,24,5
99,"(35, 11)",35,12:44:46,35,11
100,"(90, 47)",90,12:44:51,90,47
101,"(81, 64)",64,12:45:04,81,64
102,"(53, 91)",53,12:45:08,53,91
103,"(21, 22)",21,12:45:16,21,22
104,"(66, 19)",19,12:45:22,66,19
105,"(55, 78)",55,12:45:30,55,78
106,"(74, 4)",74,12:45:41,74,4
107,"(61, 6)",61,12:45:47,61,6
108,"(59, 43)",43,12:46:14,59,43
109,"(85, 40)",40,12:46:25,85,40
110,"(87, 38)",38,12:46:28,87,38
111,"(42, 76)",42,12:46:35,42,76
112,"(20, 51)",20,12:46:38,20,51
113,"(56, 44)",56,12:46:46,56,44
114,"(50, 18)",50,12:46:51,50,18
115,"(49, 46)",46,12:46:54,49,46
116,"(93, 86)",93,12:47:02,93,86
117,"(63, 58)",63,12:47:13,63,58
118,"(25, 23)",25,12:47:21,25,23
119,"(26, 73)",26,12:47:26,26,73
120,"(15, 8)",8,12:47:35,15,8
121,"(13, 77)",77,12:48:04,13,77
122,"(33, 52)",52,12:48:19,33,52
123,"(7, 69)",7,12:48:26,7,69
124,"(9, 48)",48,12:48:32,9,48
125,"(36, 70)",36,12:48:35,36,70
126,"(16, 88)",16,12:48:42,16,88
127,"(28, 89)",28,12:48:47,28,89
128,"(57, 71)",71,12:48:52,57,71
129,"(54, 10)",10,12:48:59,54,10
130,"(14, 92)",92,12:49:10,14,92
131,"(29, 60)",60,12:49:13,29,60
132,"(67, 41)",41,12:49:31,67,41
133,"(31, 1)",31,12:49:36,31,1
134,"(82, 32)",82,12:49:56,82,32
135,"(37, 34)",34,12:50:00,37,34
136,"(2, 39)",39,12:50:04,2,39
137,"(0, 27)",0,12:50:11,0,27
138,"(62, 65)",62,12:50:19,62,65
139,"(80, 72)",72,12:50:35,80,72
140,"(75, 17)",75,12:50:38,75,17
141,"(38, 28)",38,12:50:45,38,28
142,"(14, 56)",14,12:50:52,14,56
143,"(17, 46)",46,12:50:55,17,46
144,"(74, 9)",74,12:51:05,74,9
145,"(15, 69)",15,12:51:09,15,69
146,"(87, 77)",77,12:51:13,87,77
147,"(83, 4)",4,12:51:22,83,4
148,"(57, 21)",57,12:51:28,57,21
149,"(48, 35)",48,12:51:38,48,35
150,"(88, 33)",88,12:51:48,88,33
151,"(53, 78)",53,12:51:51,53,78
152,"(40, 24)",40,12:51:55,40,24
153,"(85, 71)",85,12:52:02,85,71
154,"(2, 89)",89,12:52:09,2,89
155,"(68, 55)",68,12:52:14,68,55
156,"(7, 43)",43,12:52:41,7,43
157,"(76, 51)",76,12:52:47,76,51
158,"(84, 3)",3,12:52:52,84,3
159,"(18, 67)",18,12:53:11,18,67
160,"(65, 27)",27,12:53:15,65,27
161,"(31, 8)",8,12:53:22,31,8
162,"(64, 12)",12,12:53:33,64,12
163,"(80, 0)",0,12:53:37,80,0
164,"(37, 82)",82,12:53:50,37,82
165,"(47, 19)",47,12:53:59,47,19
166,"(16, 25)",16,12:54:05,16,25
167,"(61, 62)",61,12:54:24,61,62
168,"(70, 45)",45,12:54:28,70,45
169,"(66, 29)",29,12:54:32,66,29
170,"(81, 32)",81,12:54:36,81,32
171,"(72, 42)",42,12:54:39,72,42
172,"(91, 92)",92,12:54:42,91,92
173,"(6, 36)",36,12:54:45,6,36
174,"(30, 75)",75,12:54:53,30,75
175,"(44, 26)",44,12:54:58,44,26
176,"(73, 39)",39,12:55:03,73,39
177,"(13, 1)",13,12:55:07,13,1
178,"(22, 49)",22,12:55:13,22,49
179,"(20, 79)",20,12:55:40,20,79
180,"(58, 41)",58,12:55:45,58,41
181,"(10, 50)",10,12:55:50,10,50
182,"(11, 54)",11,12:55:53,11,54
183,"(23, 86)",23,12:55:57,23,86
184,"(60, 59)",60,12:56:00,60,59
185,"(93, 34)",93,12:56:02,93,34
186,"(5, 52)",5,12:56:05,5,52
187,"(63, 90)",90,12:56:14,63,90
188,"(85, 40)",40,12:56:19,85,40
189,"(49, 23)",23,12:56:23,49,23
190,"(4, 16)",4,12:56:27,4,16
191,"(34, 53)",53,12:56:31,34,53
192,"(69, 81)",81,12:56:37,69,81
193,"(50, 93)",50,13:02:54,50,93
194,"(24, 59)",24,13:02:58,24,59
195,"(92, 46)",92,13:03:05,92,46
196,"(2, 26)",26,13:03:08,2,26
197,"(5, 57)",5,13:03:11,5,57
198,"(75, 61)",61,13:03:20,75,61
199,"(10, 11)",10,13:03:24,10,11
200,"(42, 86)",86,13:03:30,42,86
201,"(39, 14)",14,13:03:34,39,14
202,"(33, 89)",89,13:03:38,33,89
203,"(76, 25)",76,13:03:42,76,25
204,"(82, 68)",82,13:03:46,82,68
205,"(73, 28)",28,13:03:51,73,28
206,"(55, 74)",74,13:04:01,55,74
207,"(80, 9)",9,13:04:04,80,9
208,"(31, 43)",43,13:04:11,31,43
209,"(0, 35)",0,13:04:20,0,35
210,"(60, 1)",1,13:04:24,60,1
211,"(27, 66)",27,13:04:28,27,66
212,"(67, 6)",67,13:04:31,67,6
213,"(63, 22)",22,13:04:33,63,22
214,"(21, 15)",21,13:04:40,21,15
215,"(7, 17)",7,13:04:42,7,17
216,"(20, 65)",20,13:04:44,20,65
217,"(36, 32)",32,13:04:48,36,32
218,"(71, 87)",71,13:04:49,71,87
219,"(88, 64)",64,13:05:00,88,64
220,"(44, 37)",44,13:05:04,44,37
221,"(54, 47)",47,13:05:13,54,47
222,"(12, 58)",58,13:05:25,12,58
223,"(8, 70)",8,13:05:32,8,70
224,"(52, 77)",77,13:05:38,52,77
225,"(13, 3)",13,13:05:44,13,3
226,"(41, 83)",41,13:05:53,41,83
227,"(56, 78)",56,13:06:00,56,78
228,"(90, 18)",90,13:06:05,90,18
229,"(29, 19)",29,13:06:11,29,19
230,"(48, 91)",48,13:06:14,48,91
231,"(30, 45)",45,13:06:19,30,45
232,"(38, 51)",38,13:06:21,38,51
233,"(79, 84)",79,13:06:26,79,84
234,"(72, 62)",62,13:06:29,72,62
235,"(15, 46)",15,13:06:36,15,46
236,"(8, 2)",8,13:06:39,8,2
237,"(86, 19)",19,13:06:43,86,19
238,"(79, 60)",60,13:06:46,79,60
239,"(61, 63)",61,13:06:49,61,63
240,"(57, 18)",57,13:06:52,57,18
241,"(55, 80)",55,13:07:02,55,80
242,"(68, 22)",22,13:07:06,68,22
243,"(72, 23)",23,13:07:10,72,23
244,"(27, 64)",64,13:07:16,27,64
245,"(84, 85)",85,13:07:19,84,85
246,"(41, 45)",41,13:07:23,41,45
247,"(14, 20)",14,13:07:27,14,20
248,"(43, 4)",4,13:07:38,43,4
249,"(56, 7)",56,13:07:59,56,7
250,"(29, 44)",44,13:08:01,29,44
251,"(93, 51)",93,13:08:04,93,51
252,"(1, 71)",1,13:08:10,1,71
253,"(12, 28)",12,13:08:20,12,28
254,"(62, 88)",62,13:08:26,62,88
255,"(33, 77)",77,13:08:32,33,77
256,"(66, 39)",39,13:08:36,66,39
257,"(26, 52)",26,13:08:39,26,52
258,"(24, 9)",9,13:08:44,24,9
259,"(11, 75)",75,13:08:50,11,75
260,"(83, 76)",83,13:08:52,83,76
261,"(70, 10)",10,13:08:58,70,10
262,"(58, 92)",92,13:09:00,58,92
263,"(21, 48)",21,13:09:06,21,48
264,"(91, 59)",59,13:09:12,91,59
265,"(30, 54)",30,13:09:16,30,54
266,"(89, 67)",89,13:09:23,89,67
267,"(74, 65)",74,13:09:27,74,65
268,"(25, 38)",38,13:09:30,25,38
269,"(42, 37)",42,13:09:33,42,37
270,"(40, 47)",40,13:09:36,40,47
271,"(50, 31)",50,13:09:39,50,31
272,"(5, 0)",5,13:09:43,5,0
273,"(35, 81)",81,13:12:52,35,81
274,"(53, 3)",53,13:12:56,53,3
275,"(17, 90)",90,13:12:58,17,90
276,"(16, 87)",16,13:13:05,16,87
277,"(13, 49)",13,13:13:27,13,49
278,"(73, 6)",73,13:13:34,73,6
279,"(36, 32)",36,13:13:45,36,32
280,"(34, 78)",34,13:13:50,34,78
281,"(82, 69)",82,23:20:03,82,69
282,"(72, 15)",15,23:20:06,72,15
283,"(83, 56)",56,23:20:10,83,56
284,"(12, 91)",12,23:20:14,12,91
285,"(59, 49)",49,23:20:24,59,49
286,"(30, 68)",68,23:20:27,30,68
287,"(10, 88)",10,23:20:31,10,88
288,"(81, 57)",57,23:20:33,81,57
289,"(69, 36)",69,23:20:39,69,36
290,"(61, 73)",61,23:20:41,61,73
291,"(71, 47)",47,23:20:47,71,47
292,"(6, 58)",58,23:20:52,6,58
293,"(33, 39)",39,23:20:55,33,39
294,"(37, 48)",48,23:21:00,37,48
295,"(16, 50)",50,23:21:03,16,50
296,"(34, 20)",20,23:21:08,34,20
297,"(75, 42)",75,23:21:44,75,42
298,"(78, 45)",45,23:21:49,78,45
299,"(52, 7)",52,23:21:51,52,7
300,"(66, 24)",24,23:21:56,66,24
301,"(8, 19)",8,23:21:57,8,19
302,"(11, 26)",11,23:22:02,11,26
303,"(44, 3)",44,23:22:07,44,3
304,"(92, 35)",92,23:22:10,92,35
305,"(46, 85)",46,23:22:16,46,85
306,"(84, 31)",31,23:22:19,84,31
307,"(53, 54)",53,23:22:26,53,54
308,"(60, 65)",60,23:22:34,60,65
309,"(32, 38)",38,23:22:40,32,38
310,"(55, 29)",29,23:23:00,55,29
311,"(70, 87)",87,23:23:05,70,87
312,"(77, 4)",4,23:23:14,77,4
313,"(2, 9)",2,23:23:20,2,9
314,"(27, 18)",18,23:25:18,27,18
315,"(67, 51)",67,23:25:25,67,51
316,"(13, 25)",25,23:27:23,13,25
317,"(62, 74)",62,23:27:30,62,74
318,"(79, 89)",79,23:27:34,79,89
319,"(64, 76)",64,23:27:40,64,76
320,"(63, 41)",63,23:27:48,63,41
321,"(23, 5)",5,23:27:51,23,5
322,"(0, 1)",1,23:28:03,0,1
323,"(28, 93)",93,23:28:31,28,93
324,"(17, 43)",43,23:28:32,17,43
325,"(21, 80)",21,23:28:36,21,80
326,"(82, 22)",22,23:28:57,82,22
327,"(86, 40)",40,23:29:01,86,40
328,"(14, 90)",14,23:29:14,14,90
329,"(74, 55)",74,23:29:18,74,55
330,"(12, 56)",56,23:29:22,12,56
331,"(60, 81)",60,23:36:11,60,81
332,"(69, 21)",21,23:46:58,69,21
333,"(76, 50)",50,23:46:59,76,50
334,"(34, 83)",83,23:52:43,34,83
335,"(25, 14)",14,23:52:53,25,14
336,"(57, 43)",43,23:53:02,57,43
337,"(58, 29)",58,23:53:08,58,29
338,"(52, 80)",80,23:53:16,52,80
339,"(70, 23)",23,23:53:24,70,23
340,"(51, 18)",18,23:53:33,51,18
341,"(87, 75)",75,23:53:35,87,75
342,"(36, 78)",36,00:06:41,36,78
343,"(65, 93)",93,00:06:45,65,93
344,"(22, 77)",22,00:06:55,22,77
345,"(35, 38)",38,14:06:44,35,38
346,"(3, 24)",3,14:06:52,3,24
347,"(92, 2)",92,14:06:54,92,2
348,"(54, 71)",71,14:06:59,54,71
349,"(5, 85)",5,14:07:04,5,85
350,"(88, 64)",88,14:07:11,88,64
351,"(8, 59)",8,14:07:15,8,59
352,"(48, 15)",15,14:07:23,48,15
353,"(53, 16)",53,14:07:30,53,16
354,"(28, 17)",28,14:07:32,28,17
355,"(63, 72)",63,14:07:40,63,72
356,"(44, 20)",44,14:08:21,44,20
357,"(46, 33)",46,14:08:25,46,33
358,"(11, 37)",11,14:08:29,11,37
359,"(27, 39)",39,14:08:33,27,39
360,"(13, 66)",13,14:08:37,13,66
361,"(40, 62)",40,14:08:43,40,62
362,"(91, 41)",41,14:08:48,91,41
363,"(4, 73)",4,14:08:52,4,73
364,"(9, 32)",32,14:08:57,9,32
365,"(89, 1)",1,14:09:08,89,1
366,"(79, 68)",68,14:09:13,79,68
367,"(26, 19)",26,14:09:21,26,19
368,"(30, 6)",30,14:09:27,30,6
369,"(7, 84)",7,14:09:31,7,84
370,"(45, 42)",45,14:09:36,45,42
371,"(10, 47)",10,14:09:43,10,47
372,"(67, 31)",67,14:09:48,67,31
373,"(61, 90)",90,14:10:08,61,90
374,"(49, 82)",82,14:10:21,49,82
375,"(86, 0)",86,14:10:27,86,0
