,candidates,winner,time,left,right
99,"(35, 11)",35,12:48:04,35,11
100,"(90, 47)",90,12:48:08,90,47
101,"(81, 64)",81,12:48:29,81,64
102,"(53, 91)",53,12:48:35,53,91
103,"(21, 22)",21,12:48:39,21,22
104,"(66, 19)",19,12:48:42,66,19
105,"(55, 78)",55,12:48:56,55,78
106,"(74, 4)",4,12:49:11,74,4
107,"(61, 6)",61,12:49:13,61,6
108,"(59, 43)",59,12:49:20,59,43
109,"(85, 40)",40,12:49:27,85,40
110,"(87, 38)",38,12:49:36,87,38
111,"(42, 76)",42,12:49:48,42,76
112,"(20, 51)",20,12:49:55,20,51
113,"(56, 44)",44,12:50:20,56,44
114,"(50, 18)",18,12:50:28,50,18
115,"(49, 46)",49,12:50:41,49,46
116,"(93, 86)",93,12:50:47,93,86
117,"(63, 58)",63,12:50:53,63,58
118,"(25, 23)",25,12:50:57,25,23
119,"(26, 73)",26,12:51:07,26,73
120,"(15, 8)",8,12:51:16,15,8
121,"(13, 77)",13,12:51:26,13,77
122,"(33, 52)",52,12:51:30,33,52
123,"(7, 69)",7,12:51:34,7,69
124,"(9, 48)",48,12:51:45,9,48
125,"(36, 70)",36,12:51:46,36,70
126,"(16, 88)",16,12:51:50,16,88
127,"(28, 89)",28,12:51:57,28,89
128,"(57, 71)",57,12:52:09,57,71
129,"(54, 10)",10,12:52:15,54,10
130,"(14, 92)",92,12:52:26,14,92
131,"(29, 60)",60,12:52:37,29,60
132,"(67, 41)",41,12:52:46,67,41
133,"(31, 1)",31,12:52:55,31,1
134,"(82, 32)",82,12:53:08,82,32
135,"(37, 34)",37,12:53:12,37,34
136,"(2, 39)",39,12:53:14,2,39
137,"(0, 27)",27,12:53:33,0,27
138,"(62, 65)",65,12:53:39,62,65
139,"(80, 72)",72,12:53:43,80,72
140,"(75, 17)",75,12:53:45,75,17
141,"(38, 28)",38,12:54:05,38,28
142,"(14, 56)",14,12:54:16,14,56
143,"(17, 46)",46,12:54:17,17,46
144,"(74, 9)",74,12:54:23,74,9
145,"(15, 69)",69,12:54:28,15,69
146,"(87, 77)",77,12:54:33,87,77
147,"(83, 4)",4,12:54:55,83,4
148,"(57, 21)",57,12:55:08,57,21
149,"(48, 35)",35,12:55:30,48,35
150,"(88, 33)",88,12:55:32,88,33
151,"(53, 78)",53,12:55:53,53,78
152,"(40, 24)",40,12:55:58,40,24
153,"(85, 71)",85,12:56:18,85,71
154,"(2, 89)",89,12:56:21,2,89
155,"(68, 55)",55,12:56:29,68,55
156,"(7, 43)",7,12:56:34,7,43
157,"(76, 51)",76,12:56:39,76,51
158,"(84, 3)",84,12:56:47,84,3
159,"(18, 67)",18,12:57:05,18,67
160,"(65, 27)",27,12:57:29,65,27
161,"(31, 8)",8,12:57:53,31,8
162,"(64, 12)",12,12:58:09,64,12
163,"(80, 0)",0,12:58:12,80,0
164,"(37, 82)",82,12:58:22,37,82
165,"(47, 19)",19,12:58:35,47,19
166,"(16, 25)",16,12:58:45,16,25
167,"(61, 62)",62,12:58:55,61,62
168,"(70, 45)",45,12:58:57,70,45
169,"(66, 29)",29,12:59:00,66,29
170,"(81, 32)",81,12:59:13,81,32
171,"(72, 42)",42,12:59:22,72,42
172,"(91, 92)",92,12:59:27,91,92
173,"(6, 36)",36,12:59:29,6,36
174,"(30, 75)",75,12:59:43,30,75
175,"(44, 26)",44,13:00:02,44,26
176,"(73, 39)",39,13:00:04,73,39
177,"(13, 1)",13,13:00:14,13,1
178,"(22, 49)",22,13:00:18,22,49
179,"(20, 79)",79,13:00:24,20,79
180,"(58, 41)",41,13:00:29,58,41
181,"(10, 50)",10,13:00:36,10,50
182,"(11, 54)",11,13:00:44,11,54
183,"(23, 86)",86,13:00:50,23,86
184,"(60, 59)",60,13:01:05,60,59
185,"(93, 34)",93,13:01:13,93,34
186,"(5, 52)",5,13:01:23,5,52
187,"(63, 90)",90,13:01:28,63,90
188,"(85, 40)",40,13:01:36,85,40
189,"(49, 23)",49,13:01:39,49,23
190,"(4, 16)",4,13:01:55,4,16
191,"(34, 53)",53,13:01:59,34,53
192,"(69, 81)",81,13:02:05,69,81
193,"(50, 93)",50,13:02:19,50,93
194,"(24, 59)",59,13:02:23,24,59
195,"(92, 46)",92,13:02:47,92,46
196,"(2, 26)",26,13:02:49,2,26
197,"(5, 57)",57,13:02:56,5,57
198,"(75, 61)",61,13:03:05,75,61
199,"(10, 11)",10,13:03:15,10,11
200,"(42, 86)",42,13:03:22,42,86
201,"(39, 14)",39,13:03:34,39,14
202,"(33, 89)",89,13:03:37,33,89
203,"(76, 25)",25,13:03:40,76,25
204,"(82, 68)",82,13:03:44,82,68
205,"(73, 28)",28,13:03:47,73,28
206,"(55, 74)",55,13:03:55,55,74
207,"(80, 9)",9,13:03:57,80,9
208,"(31, 43)",31,13:04:05,31,43
209,"(0, 35)",0,13:04:15,0,35
210,"(60, 1)",60,13:04:30,60,1
211,"(27, 66)",27,13:04:34,27,66
212,"(67, 6)",67,13:04:35,67,6
213,"(63, 22)",22,13:04:46,63,22
214,"(21, 15)",21,13:04:51,21,15
215,"(7, 17)",7,13:04:52,7,17
216,"(20, 65)",65,13:04:58,20,65
217,"(36, 32)",36,13:05:07,36,32
218,"(71, 87)",71,13:05:11,71,87
219,"(88, 64)",64,13:05:16,88,64
220,"(44, 37)",44,13:05:20,44,37
221,"(54, 47)",47,13:05:25,54,47
222,"(12, 58)",12,13:05:34,12,58
223,"(8, 70)",8,13:05:35,8,70
224,"(52, 77)",77,13:05:41,52,77
225,"(13, 3)",13,13:05:53,13,3
226,"(41, 83)",83,13:06:05,41,83
227,"(56, 78)",78,13:06:10,56,78
228,"(90, 18)",90,13:06:14,90,18
229,"(29, 19)",19,13:06:20,29,19
230,"(48, 91)",48,13:06:26,48,91
231,"(30, 45)",45,13:06:28,30,45
232,"(38, 51)",38,13:06:31,38,51
233,"(79, 84)",79,13:06:36,79,84
234,"(72, 62)",72,13:06:44,72,62
235,"(15, 46)",46,13:06:47,15,46
236,"(8, 2)",8,13:06:48,8,2
237,"(86, 19)",19,13:06:52,86,19
238,"(79, 60)",79,13:07:02,79,60
239,"(61, 63)",63,13:07:08,61,63
240,"(57, 18)",18,13:07:24,57,18
241,"(55, 80)",55,13:07:27,55,80
242,"(68, 22)",68,13:07:32,68,22
243,"(72, 23)",72,13:07:34,72,23
244,"(27, 64)",27,13:07:45,27,64
245,"(84, 85)",84,13:07:53,84,85
246,"(41, 45)",41,13:07:59,41,45
247,"(14, 20)",14,13:08:08,14,20
248,"(43, 4)",4,13:08:16,43,4
249,"(56, 7)",7,13:08:20,56,7
250,"(29, 44)",44,13:08:29,29,44
251,"(93, 51)",93,13:08:33,93,51
252,"(1, 71)",71,13:08:41,1,71
253,"(12, 28)",12,13:08:59,12,28
254,"(62, 88)",62,13:09:02,62,88
255,"(33, 77)",77,13:09:04,33,77
256,"(66, 39)",39,13:09:07,66,39
257,"(26, 52)",26,13:09:13,26,52
258,"(24, 9)",24,13:09:19,24,9
259,"(11, 75)",11,13:09:30,11,75
260,"(83, 76)",83,13:09:32,83,76
261,"(70, 10)",10,13:09:34,70,10
262,"(58, 92)",92,13:09:46,58,92
263,"(21, 48)",21,13:09:53,21,48
264,"(91, 59)",59,13:09:57,91,59
265,"(30, 54)",54,13:10:01,30,54
266,"(89, 67)",67,13:10:14,89,67
267,"(74, 65)",74,13:10:20,74,65
268,"(25, 38)",38,13:10:32,25,38
269,"(42, 37)",37,13:10:51,42,37
270,"(40, 47)",40,13:10:56,40,47
271,"(50, 31)",50,13:12:43,50,31
272,"(5, 0)",0,13:12:57,5,0
273,"(35, 81)",81,13:13:09,35,81
274,"(53, 3)",53,13:13:15,53,3
275,"(17, 90)",90,13:13:16,17,90
276,"(16, 87)",16,13:13:20,16,87
277,"(13, 49)",13,13:13:23,13,49
278,"(73, 6)",73,13:13:25,73,6
279,"(36, 32)",36,13:13:32,36,32
280,"(34, 78)",78,13:13:40,34,78
281,"(82, 69)",82,13:13:52,82,69
282,"(72, 15)",72,13:14:01,72,15
283,"(83, 56)",83,13:14:10,83,56
284,"(12, 91)",12,13:14:13,12,91
285,"(59, 49)",59,13:14:19,59,49
286,"(30, 68)",68,13:14:23,30,68
287,"(10, 88)",10,13:14:28,10,88
288,"(81, 57)",81,13:14:45,81,57
289,"(69, 36)",36,13:14:50,69,36
290,"(61, 73)",61,13:14:53,61,73
291,"(71, 47)",71,13:15:02,71,47
292,"(6, 58)",58,13:15:03,6,58
293,"(33, 39)",39,13:15:05,33,39
294,"(37, 48)",48,13:15:09,37,48
295,"(16, 50)",50,13:15:12,16,50
296,"(34, 20)",34,13:15:19,34,20
297,"(75, 42)",42,13:15:37,75,42
298,"(78, 45)",78,13:15:45,78,45
299,"(52, 7)",7,13:16:46,52,7
300,"(66, 24)",24,13:16:48,66,24
301,"(8, 19)",8,15:40:57,8,19
302,"(11, 26)",26,15:41:09,11,26
303,"(44, 3)",44,15:41:22,44,3
304,"(92, 35)",92,15:41:43,92,35
305,"(46, 85)",46,15:41:47,46,85
306,"(84, 31)",31,15:41:49,84,31
307,"(53, 54)",53,15:41:54,53,54
308,"(60, 65)",60,15:41:58,60,65
309,"(32, 38)",38,15:42:41,32,38
310,"(55, 29)",55,15:42:49,55,29
311,"(70, 87)",87,15:42:51,70,87
312,"(77, 4)",4,15:43:37,77,4
313,"(2, 9)",9,15:43:41,2,9
314,"(27, 18)",18,15:44:14,27,18
315,"(67, 51)",67,15:44:31,67,51
316,"(13, 25)",13,15:44:50,13,25
317,"(62, 74)",74,15:44:54,62,74
318,"(79, 89)",79,15:45:01,79,89
319,"(64, 76)",64,15:45:35,64,76
320,"(63, 41)",63,15:45:52,63,41
321,"(23, 5)",5,15:45:54,23,5
322,"(0, 1)",0,15:46:08,0,1
323,"(28, 93)",93,15:46:13,28,93
324,"(17, 43)",43,15:46:15,17,43
325,"(21, 80)",21,15:46:18,21,80
326,"(82, 22)",82,15:46:25,82,22
327,"(86, 40)",40,15:46:31,86,40
328,"(14, 90)",90,15:46:34,14,90
329,"(74, 55)",74,15:46:41,74,55
330,"(12, 56)",12,15:46:49,12,56
331,"(60, 81)",60,15:46:52,60,81
332,"(69, 21)",21,15:46:59,69,21
333,"(76, 50)",50,15:47:03,76,50
334,"(34, 83)",83,15:47:18,34,83
335,"(25, 14)",25,15:47:32,25,14
336,"(57, 43)",57,15:47:36,57,43
337,"(58, 29)",58,15:47:44,58,29
338,"(52, 80)",52,15:47:47,52,80
339,"(70, 23)",23,15:47:50,70,23
340,"(51, 18)",18,15:47:54,51,18
341,"(87, 75)",75,15:47:59,87,75
342,"(36, 78)",36,15:48:05,36,78
343,"(65, 93)",93,15:48:14,65,93
344,"(22, 77)",77,15:48:23,22,77
345,"(35, 38)",38,15:48:38,35,38
346,"(3, 24)",3,15:48:48,3,24
347,"(92, 2)",92,15:48:51,92,2
348,"(54, 71)",71,15:48:57,54,71
349,"(5, 85)",85,15:49:04,5,85
350,"(88, 64)",64,15:49:09,88,64
351,"(8, 59)",8,15:49:14,8,59
352,"(48, 15)",48,15:49:23,48,15
353,"(53, 16)",53,15:49:28,53,16
354,"(28, 17)",28,15:49:29,28,17
355,"(63, 72)",63,15:49:34,63,72
356,"(44, 20)",44,15:49:40,44,20
357,"(46, 33)",46,15:49:47,46,33
358,"(11, 37)",37,15:49:53,11,37
359,"(27, 39)",39,15:50:02,27,39
360,"(13, 66)",13,15:50:04,13,66
361,"(40, 62)",40,15:50:09,40,62
362,"(91, 41)",91,15:50:14,91,41
363,"(4, 73)",4,15:50:17,4,73
364,"(9, 32)",32,15:50:21,9,32
365,"(89, 1)",1,15:50:45,89,1
366,"(79, 68)",68,15:50:57,79,68
367,"(26, 19)",19,15:51:11,26,19
368,"(30, 6)",30,15:51:15,30,6
369,"(7, 84)",7,15:51:22,7,84
370,"(45, 42)",45,15:52:29,45,42
371,"(10, 47)",10,15:53:10,10,47
372,"(67, 31)",31,15:53:50,67,31
373,"(61, 90)",90,15:53:54,61,90
374,"(49, 82)",82,15:53:59,49,82
375,"(86, 0)",0,15:54:04,86,0
