,candidates,winner,time,left,right
64,"(26, 47)",26,10:49:38,26,47
65,"(23, 30)",23,10:49:42,23,30
66,"(76, 7)",7,10:49:50,76,7
67,"(8, 51)",8,10:49:53,8,51
68,"(71, 62)",71,10:49:59,71,62
69,"(67, 24)",67,10:50:02,67,24
70,"(50, 79)",50,10:50:06,50,79
71,"(80, 5)",5,10:50:09,80,5
72,"(10, 27)",10,10:50:14,10,27
73,"(4, 78)",4,10:50:17,4,78
74,"(83, 12)",83,10:50:22,83,12
75,"(38, 60)",60,10:50:32,38,60
76,"(40, 77)",40,10:50:39,40,77
77,"(0, 17)",0,10:50:42,0,17
78,"(9, 54)",9,10:50:48,9,54
79,"(44, 52)",44,10:50:50,44,52
80,"(2, 69)",69,10:50:53,2,69
81,"(84, 3)",3,10:50:55,84,3
82,"(81, 66)",81,10:50:56,81,66
83,"(28, 25)",28,10:50:59,28,25
84,"(85, 64)",64,10:51:04,85,64
85,"(61, 63)",63,10:51:08,61,63
86,"(59, 57)",57,10:51:10,59,57
87,"(56, 39)",56,10:51:15,56,39
88,"(90, 73)",90,10:51:17,90,73
89,"(14, 65)",14,10:51:18,14,65
90,"(42, 19)",42,10:51:22,42,19
91,"(55, 15)",15,10:51:26,55,15
92,"(48, 13)",13,10:51:29,48,13
93,"(88, 18)",18,10:51:31,88,18
94,"(3, 79)",3,10:51:36,3,79
95,"(68, 30)",68,10:51:39,68,30
96,"(84, 12)",12,10:51:41,84,12
97,"(83, 45)",83,10:51:44,83,45
98,"(24, 5)",5,10:51:46,24,5
99,"(35, 11)",11,12:51:34,35,11
100,"(90, 47)",90,12:51:35,90,47
101,"(81, 64)",81,12:51:41,81,64
102,"(53, 91)",53,12:51:42,53,91
103,"(21, 22)",22,12:51:43,21,22
104,"(66, 19)",19,12:51:48,66,19
105,"(55, 78)",55,12:51:51,55,78
106,"(74, 4)",4,12:51:55,74,4
107,"(61, 6)",61,12:51:56,61,6
108,"(59, 43)",43,12:51:58,59,43
109,"(85, 40)",85,12:51:59,85,40
110,"(87, 38)",38,12:52:01,87,38
111,"(42, 76)",42,12:52:02,42,76
112,"(20, 51)",51,12:52:04,20,51
113,"(56, 44)",56,12:52:08,56,44
114,"(50, 18)",18,12:52:09,50,18
115,"(49, 46)",46,12:52:10,49,46
116,"(93, 86)",93,12:52:12,93,86
117,"(63, 58)",63,12:52:13,63,58
118,"(25, 23)",25,12:52:14,25,23
119,"(26, 73)",26,12:52:15,26,73
120,"(15, 8)",8,12:52:16,15,8
121,"(13, 77)",13,12:52:17,13,77
122,"(33, 52)",52,12:52:19,33,52
123,"(7, 69)",7,12:52:24,7,69
124,"(9, 48)",48,12:52:26,9,48
125,"(36, 70)",36,12:52:27,36,70
126,"(16, 88)",88,12:52:29,16,88
127,"(28, 89)",28,12:52:30,28,89
128,"(57, 71)",71,12:52:31,57,71
129,"(54, 10)",10,12:52:33,54,10
130,"(14, 92)",14,12:52:36,14,92
131,"(29, 60)",60,12:52:38,29,60
132,"(67, 41)",41,12:52:42,67,41
133,"(31, 1)",31,12:52:45,31,1
134,"(82, 32)",82,12:52:46,82,32
135,"(37, 34)",34,12:52:47,37,34
136,"(2, 39)",39,12:52:48,2,39
137,"(0, 27)",27,12:52:54,0,27
138,"(62, 65)",62,12:53:00,62,65
139,"(80, 72)",80,12:53:05,80,72
140,"(75, 17)",75,12:53:08,75,17
141,"(38, 28)",38,12:54:29,38,28
142,"(14, 56)",14,12:54:31,14,56
143,"(17, 46)",46,12:54:32,17,46
144,"(74, 9)",74,12:54:33,74,9
145,"(15, 69)",15,12:54:35,15,69
146,"(87, 77)",77,12:54:36,87,77
147,"(83, 4)",4,12:54:38,83,4
148,"(57, 21)",21,12:54:39,57,21
149,"(48, 35)",48,12:54:42,48,35
150,"(88, 33)",88,12:54:44,88,33
151,"(53, 78)",53,12:54:45,53,78
152,"(40, 24)",40,12:54:47,40,24
153,"(85, 71)",71,12:54:48,85,71
154,"(2, 89)",89,12:54:51,2,89
155,"(68, 55)",68,12:54:52,68,55
156,"(7, 43)",43,12:54:55,7,43
157,"(76, 51)",51,12:54:56,76,51
158,"(84, 3)",3,12:54:57,84,3
159,"(18, 67)",18,12:54:59,18,67
160,"(65, 27)",27,12:55:00,65,27
161,"(31, 8)",8,12:55:01,31,8
162,"(64, 12)",64,12:55:02,64,12
163,"(80, 0)",80,12:55:04,80,0
164,"(37, 82)",82,12:55:05,37,82
165,"(47, 19)",47,12:55:06,47,19
166,"(16, 25)",25,12:55:08,16,25
167,"(61, 62)",61,12:55:10,61,62
168,"(70, 45)",45,12:55:14,70,45
169,"(66, 29)",29,12:55:16,66,29
170,"(81, 32)",81,12:55:24,81,32
171,"(72, 42)",42,12:55:25,72,42
172,"(91, 92)",92,12:55:27,91,92
173,"(6, 36)",36,12:55:29,6,36
174,"(30, 75)",75,12:55:32,30,75
175,"(44, 26)",26,12:55:34,44,26
176,"(73, 39)",39,12:55:36,73,39
177,"(13, 1)",13,12:55:37,13,1
178,"(22, 49)",22,12:55:39,22,49
179,"(20, 79)",20,12:55:41,20,79
180,"(58, 41)",58,12:55:42,58,41
181,"(10, 50)",50,12:55:43,10,50
182,"(11, 54)",54,12:55:45,11,54
183,"(23, 86)",23,12:56:08,23,86
184,"(60, 59)",60,12:56:10,60,59
185,"(93, 34)",93,12:56:11,93,34
186,"(5, 52)",5,12:56:12,5,52
187,"(63, 90)",63,12:56:15,63,90
188,"(85, 40)",85,12:56:16,85,40
189,"(49, 23)",23,12:56:18,49,23
190,"(4, 16)",4,12:56:19,4,16
191,"(34, 53)",53,12:56:21,34,53
192,"(69, 81)",81,12:56:22,69,81
193,"(50, 93)",93,12:56:24,50,93
194,"(24, 59)",24,12:56:30,24,59
195,"(92, 46)",46,12:56:33,92,46
196,"(2, 26)",26,12:56:34,2,26
197,"(5, 57)",5,12:56:35,5,57
198,"(75, 61)",61,12:56:38,75,61
199,"(10, 11)",11,12:56:39,10,11
200,"(42, 86)",42,12:56:40,42,86
201,"(39, 14)",14,12:56:42,39,14
202,"(33, 89)",89,12:56:44,33,89
203,"(76, 25)",25,12:56:46,76,25
204,"(82, 68)",82,12:56:47,82,68
205,"(73, 28)",28,12:56:48,73,28
206,"(55, 74)",74,12:56:49,55,74
207,"(80, 9)",80,12:56:51,80,9
208,"(31, 43)",43,12:56:53,31,43
209,"(0, 35)",35,12:56:55,0,35
210,"(60, 1)",60,12:56:58,60,1
211,"(27, 66)",27,12:56:59,27,66
212,"(67, 6)",67,12:57:01,67,6
213,"(63, 22)",63,12:57:04,63,22
214,"(21, 15)",15,12:57:05,21,15
215,"(7, 17)",7,12:57:11,7,17
216,"(20, 65)",20,12:57:14,20,65
217,"(36, 32)",32,12:57:17,36,32
218,"(71, 87)",71,12:57:18,71,87
219,"(88, 64)",64,12:57:19,88,64
220,"(44, 37)",44,12:57:21,44,37
221,"(54, 47)",47,12:57:22,54,47
222,"(12, 58)",58,12:57:24,12,58
223,"(8, 70)",8,12:57:25,8,70
224,"(52, 77)",77,12:57:26,52,77
225,"(13, 3)",13,12:57:27,13,3
226,"(41, 83)",83,12:57:29,41,83
227,"(56, 78)",56,12:57:30,56,78
228,"(90, 18)",90,12:57:31,90,18
229,"(29, 19)",29,12:57:33,29,19
230,"(48, 91)",48,12:57:34,48,91
231,"(30, 45)",45,12:57:36,30,45
232,"(38, 51)",38,12:57:37,38,51
233,"(79, 84)",79,12:57:38,79,84
234,"(72, 62)",62,12:57:40,72,62
235,"(15, 46)",46,12:57:41,15,46
236,"(8, 2)",8,12:57:43,8,2
237,"(86, 19)",19,12:57:45,86,19
238,"(79, 60)",60,12:57:46,79,60
239,"(61, 63)",63,12:57:47,61,63
240,"(57, 18)",18,12:57:49,57,18
241,"(55, 80)",80,12:57:51,55,80
242,"(68, 22)",22,12:57:52,68,22
243,"(72, 23)",23,12:57:56,72,23
244,"(27, 64)",64,12:57:58,27,64
245,"(84, 85)",85,12:57:59,84,85
246,"(41, 45)",41,12:58:01,41,45
247,"(14, 20)",14,12:58:02,14,20
248,"(43, 4)",4,12:58:03,43,4
249,"(56, 7)",56,12:58:05,56,7
250,"(29, 44)",44,12:58:06,29,44
251,"(93, 51)",93,12:58:07,93,51
252,"(1, 71)",71,12:58:08,1,71
253,"(12, 28)",28,12:58:10,12,28
254,"(62, 88)",62,12:58:11,62,88
255,"(33, 77)",77,12:58:13,33,77
256,"(66, 39)",39,12:58:14,66,39
257,"(26, 52)",26,12:58:15,26,52
258,"(24, 9)",24,12:58:17,24,9
259,"(11, 75)",75,12:58:18,11,75
260,"(83, 76)",83,12:58:19,83,76
261,"(70, 10)",10,12:58:20,70,10
262,"(58, 92)",58,12:58:21,58,92
263,"(21, 48)",21,12:58:23,21,48
264,"(91, 59)",91,12:58:24,91,59
265,"(30, 54)",54,12:58:25,30,54
266,"(89, 67)",67,12:58:27,89,67
267,"(74, 65)",74,12:58:28,74,65
268,"(25, 38)",38,12:58:29,25,38
269,"(42, 37)",42,12:58:30,42,37
270,"(40, 47)",47,12:58:32,40,47
271,"(50, 31)",50,12:58:33,50,31
272,"(5, 0)",5,12:58:34,5,0
273,"(35, 81)",81,12:58:35,35,81
274,"(53, 3)",53,12:58:36,53,3
275,"(17, 90)",90,12:58:37,17,90
276,"(16, 87)",16,12:58:41,16,87
277,"(13, 49)",13,12:58:44,13,49
278,"(73, 6)",73,12:58:46,73,6
279,"(36, 32)",32,12:58:49,36,32
280,"(34, 78)",34,12:58:50,34,78
281,"(82, 69)",82,12:58:52,82,69
282,"(72, 15)",15,12:58:53,72,15
283,"(83, 56)",83,12:58:55,83,56
284,"(12, 91)",12,12:58:56,12,91
285,"(59, 49)",49,12:58:58,59,49
286,"(30, 68)",68,12:58:59,30,68
287,"(10, 88)",88,12:59:01,10,88
288,"(81, 57)",81,12:59:02,81,57
289,"(69, 36)",36,12:59:04,69,36
290,"(61, 73)",61,12:59:05,61,73
291,"(71, 47)",71,12:59:07,71,47
292,"(6, 58)",58,12:59:08,6,58
293,"(33, 39)",39,12:59:10,33,39
294,"(37, 48)",48,12:59:11,37,48
295,"(16, 50)",50,12:59:13,16,50
296,"(34, 20)",34,12:59:14,34,20
297,"(75, 42)",75,12:59:17,75,42
298,"(78, 45)",45,12:59:18,78,45
299,"(52, 7)",52,12:59:21,52,7
300,"(66, 24)",24,12:59:22,66,24
301,"(8, 19)",8,12:59:23,8,19
302,"(11, 26)",26,12:59:24,11,26
303,"(44, 3)",44,12:59:26,44,3
304,"(92, 35)",92,12:59:28,92,35
305,"(46, 85)",46,12:59:30,46,85
306,"(84, 31)",31,12:59:31,84,31
307,"(53, 54)",53,12:59:32,53,54
308,"(60, 65)",60,12:59:34,60,65
309,"(32, 38)",38,12:59:38,32,38
310,"(55, 29)",29,12:59:39,55,29
311,"(70, 87)",87,12:59:43,70,87
312,"(77, 4)",4,12:59:44,77,4
313,"(2, 9)",9,12:59:45,2,9
314,"(27, 18)",18,12:59:46,27,18
315,"(67, 51)",67,12:59:47,67,51
316,"(13, 25)",13,12:59:49,13,25
317,"(62, 74)",62,12:59:50,62,74
318,"(79, 89)",79,12:59:51,79,89
319,"(64, 76)",64,12:59:52,64,76
320,"(63, 41)",63,12:59:53,63,41
321,"(23, 5)",5,12:59:55,23,5
322,"(0, 1)",1,12:59:57,0,1
323,"(28, 93)",93,12:59:58,28,93
324,"(17, 43)",43,13:00:00,17,43
325,"(21, 80)",21,13:00:01,21,80
326,"(82, 22)",22,13:00:03,82,22
327,"(86, 40)",40,13:00:04,86,40
328,"(14, 90)",90,13:00:06,14,90
329,"(74, 55)",74,13:00:08,74,55
330,"(12, 56)",56,13:00:09,12,56
331,"(60, 81)",60,13:00:10,60,81
332,"(69, 21)",21,13:00:11,69,21
333,"(76, 50)",50,13:00:12,76,50
334,"(34, 83)",83,13:00:13,34,83
335,"(25, 14)",14,13:00:15,25,14
336,"(57, 43)",57,13:00:16,57,43
337,"(58, 29)",58,13:00:17,58,29
338,"(52, 80)",52,13:00:19,52,80
339,"(70, 23)",23,13:00:23,70,23
340,"(51, 18)",18,13:00:24,51,18
341,"(87, 75)",75,13:00:25,87,75
342,"(36, 78)",36,13:00:26,36,78
343,"(65, 93)",93,13:00:27,65,93
344,"(22, 77)",22,13:00:28,22,77
345,"(35, 38)",38,13:00:29,35,38
346,"(3, 24)",3,13:00:30,3,24
347,"(92, 2)",92,13:00:31,92,2
348,"(54, 71)",71,13:00:32,54,71
349,"(5, 85)",5,13:00:33,5,85
350,"(88, 64)",64,13:00:34,88,64
351,"(8, 59)",8,13:00:35,8,59
352,"(48, 15)",15,13:00:36,48,15
353,"(53, 16)",53,13:00:37,53,16
354,"(28, 17)",28,13:00:38,28,17
355,"(63, 72)",63,13:00:39,63,72
356,"(44, 20)",44,13:00:40,44,20
357,"(46, 33)",46,13:00:41,46,33
358,"(11, 37)",11,13:00:42,11,37
359,"(27, 39)",39,13:00:43,27,39
360,"(13, 66)",13,13:00:44,13,66
361,"(40, 62)",62,13:00:45,40,62
362,"(91, 41)",41,13:00:46,91,41
363,"(4, 73)",4,13:00:47,4,73
364,"(9, 32)",32,13:00:47,9,32
365,"(89, 1)",1,13:00:48,89,1
366,"(79, 68)",68,13:00:50,79,68
367,"(26, 19)",26,13:00:51,26,19
368,"(30, 6)",6,13:00:53,30,6
369,"(7, 84)",7,13:00:54,7,84
370,"(45, 42)",42,13:00:55,45,42
371,"(10, 47)",47,13:00:56,10,47
372,"(67, 31)",67,13:00:57,67,31
373,"(61, 90)",90,13:00:58,61,90
374,"(49, 82)",82,13:00:59,49,82
375,"(86, 0)",0,13:01:01,86,0
