,candidates,winner,time,left,right
88,"(90, 73)",90,13:01:09,90,73
89,"(14, 65)",65,13:01:40,14,65
90,"(42, 19)",42,13:01:52,42,19
91,"(55, 15)",55,13:02:18,55,15
92,"(48, 13)",13,13:02:55,48,13
93,"(88, 18)",18,13:03:20,88,18
94,"(3, 79)",79,13:03:43,3,79
95,"(68, 30)",68,13:03:48,68,30
96,"(84, 12)",12,13:03:55,84,12
97,"(83, 45)",83,13:04:08,83,45
98,"(24, 5)",5,13:04:21,24,5
99,"(35, 11)",11,13:04:42,35,11
100,"(90, 47)",90,13:04:56,90,47
101,"(81, 64)",81,13:05:49,81,64
102,"(53, 91)",53,13:05:59,53,91
103,"(21, 22)",21,13:06:09,21,22
104,"(66, 19)",19,13:06:20,66,19
105,"(55, 78)",55,13:06:26,55,78
106,"(74, 4)",4,13:08:29,74,4
107,"(61, 6)",61,13:08:35,61,6
108,"(59, 43)",43,13:09:03,59,43
109,"(85, 40)",85,13:09:25,85,40
110,"(87, 38)",38,13:09:32,87,38
111,"(42, 76)",42,13:09:48,42,76
112,"(20, 51)",20,13:11:22,20,51
113,"(56, 44)",44,13:11:50,56,44
114,"(50, 18)",18,13:12:13,50,18
115,"(49, 46)",46,13:12:21,49,46
116,"(93, 86)",93,13:12:46,93,86
117,"(63, 58)",63,13:13:01,63,58
118,"(25, 23)",25,13:13:06,25,23
119,"(26, 73)",26,13:13:16,26,73
120,"(15, 8)",8,13:13:27,15,8
121,"(13, 77)",77,13:13:54,13,77
122,"(33, 52)",52,13:13:59,33,52
123,"(7, 69)",7,13:14:06,7,69
124,"(9, 48)",48,13:14:26,9,48
125,"(36, 70)",36,13:14:29,36,70
126,"(16, 88)",16,13:14:37,16,88
127,"(28, 89)",28,13:14:44,28,89
128,"(57, 71)",71,13:14:49,57,71
129,"(54, 10)",10,13:14:54,54,10
130,"(14, 92)",92,13:15:04,14,92
131,"(29, 60)",60,13:15:23,29,60
132,"(67, 41)",41,13:15:37,67,41
133,"(31, 1)",31,13:15:49,31,1
134,"(82, 32)",82,13:15:59,82,32
135,"(37, 34)",34,13:16:04,37,34
136,"(2, 39)",39,13:16:07,2,39
137,"(0, 27)",27,13:16:14,0,27
138,"(62, 65)",65,13:16:37,62,65
139,"(80, 72)",72,13:16:44,80,72
140,"(75, 17)",75,13:16:47,75,17
141,"(38, 28)",28,13:16:52,38,28
142,"(14, 56)",14,13:16:57,14,56
143,"(17, 46)",46,13:16:59,17,46
144,"(74, 9)",74,13:17:08,74,9
145,"(15, 69)",15,13:17:25,15,69
146,"(87, 77)",77,13:17:28,87,77
147,"(83, 4)",4,13:17:41,83,4
148,"(57, 21)",21,13:17:43,57,21
149,"(48, 35)",48,13:18:00,48,35
150,"(88, 33)",33,13:18:03,88,33
151,"(53, 78)",53,13:18:09,53,78
152,"(40, 24)",24,13:18:17,40,24
153,"(85, 71)",71,13:18:28,85,71
154,"(2, 89)",89,13:18:35,2,89
155,"(68, 55)",55,13:18:56,68,55
156,"(7, 43)",7,13:19:05,7,43
157,"(76, 51)",51,13:19:11,76,51
158,"(84, 3)",3,13:19:19,84,3
159,"(18, 67)",18,13:19:23,18,67
160,"(65, 27)",27,13:19:29,65,27
161,"(31, 8)",8,13:19:33,31,8
162,"(64, 12)",12,13:19:40,64,12
163,"(80, 0)",0,13:19:45,80,0
164,"(37, 82)",82,13:19:48,37,82
165,"(47, 19)",47,13:19:52,47,19
166,"(16, 25)",25,13:20:04,16,25
167,"(61, 62)",61,13:20:08,61,62
168,"(70, 45)",45,13:20:09,70,45
169,"(66, 29)",29,13:20:14,66,29
170,"(81, 32)",81,13:20:40,81,32
171,"(72, 42)",42,13:20:44,72,42
172,"(91, 92)",92,13:20:49,91,92
173,"(6, 36)",36,13:20:52,6,36
174,"(30, 75)",75,13:20:56,30,75
175,"(44, 26)",44,13:21:02,44,26
176,"(73, 39)",39,13:21:09,73,39
177,"(13, 1)",13,13:21:20,13,1
178,"(22, 49)",22,13:21:26,22,49
179,"(20, 79)",20,13:21:55,20,79
180,"(58, 41)",41,13:22:08,58,41
181,"(10, 50)",10,13:22:11,10,50
182,"(11, 54)",54,13:23:08,11,54
183,"(23, 86)",86,13:23:10,23,86
184,"(60, 59)",60,13:23:14,60,59
185,"(93, 34)",93,13:23:21,93,34
186,"(5, 52)",5,13:23:24,5,52
187,"(63, 90)",90,13:23:28,63,90
188,"(85, 40)",85,13:23:40,85,40
189,"(49, 23)",49,13:23:43,49,23
190,"(4, 16)",4,13:23:45,4,16
191,"(34, 53)",53,13:23:53,34,53
192,"(69, 81)",81,13:23:58,69,81
193,"(50, 93)",93,13:24:01,50,93
194,"(24, 59)",24,13:24:13,24,59
195,"(92, 46)",92,13:24:23,92,46
196,"(2, 26)",26,13:24:26,2,26
197,"(5, 57)",5,13:24:28,5,57
198,"(75, 61)",75,13:24:37,75,61
199,"(10, 11)",10,13:24:46,10,11
200,"(42, 86)",42,13:24:50,42,86
201,"(39, 14)",39,13:24:56,39,14
202,"(33, 89)",89,13:25:03,33,89
203,"(76, 25)",25,13:25:07,76,25
204,"(82, 68)",82,13:25:16,82,68
205,"(73, 28)",28,13:25:18,73,28
206,"(55, 74)",55,13:25:35,55,74
207,"(80, 9)",9,13:25:39,80,9
208,"(31, 43)",31,13:25:54,31,43
209,"(0, 35)",35,13:25:57,0,35
210,"(60, 1)",60,13:26:04,60,1
211,"(27, 66)",27,13:26:11,27,66
212,"(67, 6)",67,13:26:15,67,6
213,"(63, 22)",22,13:26:19,63,22
214,"(21, 15)",21,13:26:24,21,15
215,"(7, 17)",7,13:26:27,7,17
216,"(20, 65)",20,13:26:42,20,65
217,"(36, 32)",36,13:26:59,36,32
218,"(71, 87)",71,13:27:03,71,87
219,"(88, 64)",64,13:27:09,88,64
220,"(44, 37)",44,13:27:16,44,37
221,"(54, 47)",47,13:27:24,54,47
222,"(12, 58)",12,13:27:35,12,58
223,"(8, 70)",8,13:27:37,8,70
224,"(52, 77)",77,13:27:47,52,77
225,"(13, 3)",3,13:27:55,13,3
226,"(41, 83)",83,13:28:26,41,83
227,"(56, 78)",56,13:28:35,56,78
228,"(90, 18)",90,13:28:43,90,18
229,"(29, 19)",29,13:28:54,29,19
230,"(48, 91)",48,13:29:12,48,91
231,"(30, 45)",45,13:29:15,30,45
232,"(38, 51)",38,13:29:22,38,51
233,"(79, 84)",79,13:29:28,79,84
234,"(72, 62)",72,13:29:41,72,62
235,"(15, 46)",46,13:29:53,15,46
236,"(8, 2)",8,13:29:56,8,2
237,"(86, 19)",19,13:30:06,86,19
238,"(79, 60)",60,13:30:12,79,60
239,"(61, 63)",63,13:30:23,61,63
240,"(57, 18)",18,13:30:27,57,18
241,"(55, 80)",55,13:30:47,55,80
242,"(68, 22)",22,13:31:49,68,22
243,"(72, 23)",72,13:32:08,72,23
244,"(27, 64)",64,13:32:42,27,64
245,"(84, 85)",85,13:32:48,84,85
246,"(41, 45)",45,13:32:52,41,45
247,"(14, 20)",20,13:33:02,14,20
248,"(43, 4)",4,13:33:08,43,4
249,"(56, 7)",56,13:33:27,56,7
250,"(29, 44)",44,13:33:32,29,44
251,"(93, 51)",93,13:33:36,93,51
252,"(1, 71)",71,13:33:41,1,71
253,"(12, 28)",28,13:34:01,12,28
254,"(62, 88)",62,13:34:07,62,88
255,"(33, 77)",77,13:34:12,33,77
256,"(66, 39)",39,13:34:17,66,39
257,"(26, 52)",26,13:34:26,26,52
258,"(24, 9)",9,13:34:44,24,9
259,"(11, 75)",75,13:35:01,11,75
260,"(83, 76)",83,13:35:05,83,76
261,"(70, 10)",10,13:35:09,70,10
262,"(58, 92)",92,13:35:21,58,92
263,"(21, 48)",21,13:35:31,21,48
264,"(91, 59)",59,13:35:38,91,59
265,"(30, 54)",54,13:35:51,30,54
266,"(89, 67)",67,13:36:00,89,67
267,"(74, 65)",74,13:36:05,74,65
268,"(25, 38)",25,13:36:10,25,38
269,"(42, 37)",42,13:36:16,42,37
270,"(40, 47)",47,13:36:23,40,47
271,"(50, 31)",50,13:36:46,50,31
272,"(5, 0)",5,13:36:49,5,0
273,"(35, 81)",35,13:37:15,35,81
274,"(53, 3)",53,13:37:32,53,3
275,"(17, 90)",90,13:37:34,17,90
276,"(16, 87)",16,13:37:38,16,87
277,"(13, 49)",13,13:38:00,13,49
278,"(73, 6)",73,13:38:07,73,6
279,"(36, 32)",32,13:38:21,36,32
280,"(34, 78)",34,13:38:25,34,78
281,"(82, 69)",82,13:38:28,82,69
282,"(72, 15)",15,13:38:32,72,15
283,"(83, 56)",83,13:38:38,83,56
284,"(12, 91)",12,13:38:45,12,91
285,"(59, 49)",49,13:38:55,59,49
286,"(30, 68)",68,13:39:02,30,68
287,"(10, 88)",10,13:39:08,10,88
288,"(81, 57)",81,13:39:12,81,57
289,"(69, 36)",36,13:39:16,69,36
290,"(61, 73)",61,13:39:23,61,73
291,"(71, 47)",71,13:39:43,71,47
292,"(6, 58)",58,13:39:47,6,58
293,"(33, 39)",39,13:39:50,33,39
294,"(37, 48)",48,13:39:53,37,48
295,"(16, 50)",50,13:39:58,16,50
296,"(34, 20)",34,13:40:02,34,20
297,"(75, 42)",75,13:40:14,75,42
298,"(78, 45)",45,13:40:21,78,45
299,"(52, 7)",7,13:40:25,52,7
300,"(66, 24)",24,13:40:30,66,24
301,"(8, 19)",8,13:40:37,8,19
302,"(11, 26)",26,13:40:52,11,26
303,"(44, 3)",44,13:41:05,44,3
304,"(92, 35)",92,13:41:09,92,35
305,"(46, 85)",46,13:41:15,46,85
306,"(84, 31)",31,13:41:17,84,31
307,"(53, 54)",53,13:41:21,53,54
308,"(60, 65)",60,13:41:32,60,65
309,"(32, 38)",32,13:41:36,32,38
310,"(55, 29)",29,13:41:45,55,29
311,"(70, 87)",87,13:41:48,70,87
312,"(77, 4)",4,13:41:54,77,4
313,"(2, 9)",9,13:41:56,2,9
314,"(27, 18)",18,13:42:11,27,18
315,"(67, 51)",67,13:42:14,67,51
316,"(13, 25)",25,13:42:19,13,25
317,"(62, 74)",74,13:42:25,62,74
318,"(79, 89)",79,13:42:28,79,89
319,"(64, 76)",64,13:42:32,64,76
320,"(63, 41)",63,13:42:39,63,41
321,"(23, 5)",5,13:42:41,23,5
322,"(0, 1)",0,13:42:45,0,1
323,"(28, 93)",93,13:42:58,28,93
324,"(17, 43)",43,13:43:00,17,43
325,"(21, 80)",21,13:43:04,21,80
326,"(82, 22)",22,13:43:11,82,22
327,"(86, 40)",40,13:43:23,86,40
328,"(14, 90)",90,13:43:25,14,90
329,"(74, 55)",74,13:43:33,74,55
330,"(12, 56)",56,13:43:45,12,56
331,"(60, 81)",81,13:43:49,60,81
332,"(69, 21)",21,13:43:52,69,21
333,"(76, 50)",50,13:43:55,76,50
334,"(34, 83)",83,13:44:09,34,83
335,"(25, 14)",14,13:44:15,25,14
336,"(57, 43)",43,13:44:26,57,43
337,"(58, 29)",58,13:44:32,58,29
338,"(52, 80)",52,13:44:35,52,80
339,"(70, 23)",70,13:44:38,70,23
340,"(51, 18)",18,13:44:42,51,18
341,"(87, 75)",75,13:44:45,87,75
342,"(36, 78)",36,13:44:49,36,78
343,"(65, 93)",93,13:44:53,65,93
344,"(22, 77)",22,13:44:58,22,77
345,"(35, 38)",38,13:45:04,35,38
346,"(3, 24)",3,13:45:23,3,24
347,"(92, 2)",92,13:45:27,92,2
348,"(54, 71)",71,13:45:34,54,71
349,"(5, 85)",5,13:45:41,5,85
350,"(88, 64)",64,13:45:45,88,64
351,"(8, 59)",8,13:45:50,8,59
352,"(48, 15)",48,13:46:17,48,15
353,"(53, 16)",53,13:46:20,53,16
354,"(28, 17)",28,13:46:22,28,17
355,"(63, 72)",63,13:46:26,63,72
356,"(44, 20)",44,13:46:40,44,20
357,"(46, 33)",46,13:46:44,46,33
358,"(11, 37)",11,13:46:54,11,37
359,"(27, 39)",39,13:47:09,27,39
360,"(13, 66)",13,13:47:12,13,66
361,"(40, 62)",40,13:47:25,40,62
362,"(91, 41)",41,13:47:32,91,41
363,"(4, 73)",4,13:47:36,4,73
364,"(9, 32)",32,13:47:49,9,32
365,"(89, 1)",89,13:47:57,89,1
366,"(79, 68)",79,13:48:10,79,68
367,"(26, 19)",26,13:48:15,26,19
368,"(30, 6)",30,13:48:19,30,6
369,"(7, 84)",7,13:48:21,7,84
370,"(45, 42)",42,13:48:31,45,42
371,"(10, 47)",10,13:48:44,10,47
372,"(67, 31)",31,13:48:50,67,31
373,"(61, 90)",90,13:48:54,61,90
374,"(49, 82)",82,13:48:58,49,82
375,"(86, 0)",86,13:49:03,86,0
